disasterNo,year,seq,group,subgroup_id,type_id,subtype,eventName,country,iso,region_id,continent_id,location,startYear,startMonth,startDay,endYear,endMonth,endDay,totalDeaths,injured,Affected,homeless,totalAffected,damageCost
2012-0238-COL,2012,238,Natural,Hydrological,Flood,Riverine flood,,Colombia,COL,SouthAmerica,Americas,"Casanare, Amazonas, Valle del Cauca, Narino, Bocaya, Putumayo, Huila, Sucre, Cordoba, Santander, Cundimarca, Cauca, Choco provinces",2012,3,15,2012,5,14,48,,,8000,8000,62000
2012-0343-CRI,2012,343,Natural,Geophysical,Earthquake,Ground movement,,Costa Rica,CRI,CentralAmerica,Americas,"Abangares, Carillo, Hojancgan, Liberia, Nicoya, Nandayure, Santacruz districts (Guanacaste province), Alajuela, Alafaro Ruiz, Atenas, Grecia, Naranjo, Poas, San Carlos, San Ramon, Valverde Vega, Upala districts (Alajuela province), Acosta, Puriscal, San Jose districts (San Jose province), Limon districts (Limon province), Barva, Sarapiqui districts (Heredia province), Aguirre, Garabito, Puntaneras districts (Puntarenas province)",2012,9,5,2012,9,5,2,225,537,,762,45000
2012-0410-DOM,2012,410,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Sandy,Dominican Republic (the),DOM,Caribbean,Americas,"Azua, Barahona, San Cristobal, Santo Domingo, Duarte, Monte Plata, Peravia, San Juan, San José de Ocoa, Distrito Nacional provinces",2012,10,24,2012,10,24,3,,22000,,22000,30000
2012-0449-ESP,2012,449,Natural,Hydrological,Flood,Riverine flood,,Spain,ESP,SouthernEurope,Europe,"Andalucía, Región de Murcia, Comunitat Valenciana province",2012,9,28,2012,9,29,10,35,600,,635,395000
2012-0069-FJI,2012,69,Natural,Hydrological,Flood,Riverine flood,,Fiji,FJI,Melanesia,Oceania,Western province,2012,3,29,2012,3,30,5,,14984,,14984,72000
2012-0498-FJI,2012,498,Natural,Meteorological,Storm,Tropical cyclone,Cyclone Evan,Fiji,FJI,Melanesia,Oceania,"Bua, Macuata, Cakaudrove districts (Northern province), Ba, Nadroga & Navosa, Ra districts (Western province)",2012,12,16,2012,12,18,2,,8400,,8400,8400
2012-0549-GBR,2012,549,Natural,Hydrological,Flood,Flash flood,,United Kingdom of Great Britain and Northern Ireland (the),GBR,NorthernEurope,Europe,"Bedfordshire, Cambridgeshire, Derbyshire, Essex, Hereford and Wor, Hertfordshire, Leicestershire, Lincolnshire, Norfolkshire, Northamptonshire, Nottinghamshire, Salop, Staffordshire, Suffolk, Warwickshire, West Midlands districts (Central England), Cheshire, Cleveland, Cumbria, Durham, Greater Manchest, Humberside, Lancashire, Merseyside, North Yorkshire, Northumberland, South Yorkshire, Tyne and Wear, West Yorkshire districts (Northern England) (England province) ; Northern Ireland, Scotland provinces",2012,6,23,2012,6,24,1,,,,,785000
2012-0446-GBR,2012,446,Natural,Hydrological,Flood,Riverine flood,,United Kingdom of Great Britain and Northern Ireland (the),GBR,NorthernEurope,Europe,"Morpeth, Newburn, Cheshire, Rothbury, Gilling west villages (Northumberland district) (England province) ; North Yorkshire district (England province)",2012,9,23,2012,9,27,3,,1500,,1500,81000
2012-0552-GBR,2012,552,Natural,Hydrological,Flood,Riverine flood,,United Kingdom of Great Britain and Northern Ireland (the),GBR,NorthernEurope,Europe,"St Asaph city (Clwyd district, North Wales, Wales province), Roanheads area in Peterhead city (Grampians district), Wick (Highland district) (Scotland province) ; Northamptonshire, Cleveland, Durham, Northumberland, Tyne and Wear districts (Northeast of England) (England province)",2012,11,21,2012,12,18,4,,1700,,1700,1630000
2012-0407-GTM,2012,407,Natural,Geophysical,Earthquake,Ground movement,,Guatemala,GTM,CentralAmerica,Americas,"San Marcos, Quetzaltenango, Solola, Retalhuleu, Quiché, Totonicapan, Huehuetenango, Suchitepequez, Chimaltenango, Sacatepequez, Guatemala provinces",2012,11,7,2012,11,7,44,178,1321564,,1321742,210000
2013-0200-CHN,2013,200,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Guangdong Sheng, Jiangxi Sheng, Hubei Sheng, Sichuan Sheng, Guizhou Sheng provinces",2013,5,12,2013,5,28,55,,300000,,300000,661000
2013-0084-CHN,2013,84,Natural,Meteorological,Storm,Convective storm,,China,CHN,EasternAsia,Asia,"Dongguan district (Guangdong Sheng province), Fujian Sheng, Jiangxi Sheng, Hunan Sheng, Guizhou Sheng, Hubei Sheng, Sichuan Sheng provinces",2013,3,18,2013,3,20,25,324,1398000,,1398324,259000
2013-0222-CHN,2013,222,Natural,Meteorological,Storm,Convective storm,,China,CHN,EasternAsia,Asia,"Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hainan Sheng, Heilongjiang Sheng, Hunan Sheng, Jiangxi Sheng, Jilin Sheng, Liaoning Sheng, Nei Mongol Zizhiqu, Yunnan Sheng provinces",2013,6,23,2013,6,25,11,,50000,,50000,118000
2013-0513-COL,2013,513,Natural,Hydrological,Flood,Riverine flood,,Colombia,COL,SouthAmerica,Americas,"Boyaca, Caldas, Cundinamarca, Huila, Quindio, Risaralda, Choco, Valle del Cauca, Magdalena, Bolivar, Antioquia, Atlantico, Cauca provinces",2013,9,15,2013,12,1,7,,51781,,51781,2000
2013-0429-CHN,2013,429,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Fitow,China,CHN,EasternAsia,Asia,"Fujian Sheng, Zhejiang Sheng, Shanghai Shi provinces",2013,10,7,2013,10,8,8,,475000,,475000,6700000
2013-0221-CHN,2013,221,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Gansu Sheng, Sichuan Sheng provinces",2013,6,14,2013,6,21,11,,280500,,280500,555000
2013-0205-AUT,2013,205,Natural,Hydrological,Flood,Riverine flood,,Austria,AUT,WesternEurope,Europe,"Salzburg,Tirol, Vorarlberg provinces",2013,6,2,2013,6,3,4,,200,,200,1000000
2013-0003-BRA,2013,3,Natural,Hydrological,Flood,Riverine flood,,Brazil,BRA,SouthAmerica,Americas,"Xerem town (Duque De Caxias district, Rio de Janeiro province)",2013,1,1,2013,1,20,4,,200000,,200000,2000
2013-0077-BRA,2013,77,Natural,Hydrological,Flood,Riverine flood,,Brazil,BRA,SouthAmerica,Americas,"Petropolis, Magaratiba, Niteroi, Angra dos Reis districts (Rio de Janeiro province) Xerem, Duque de Caxias towns (Duque de Caxais district, Rio de Janeiro province)",2013,3,17,2013,3,18,30,44,1466,,1510,1500
2013-0552-BRA,2013,552,Natural,Hydrological,Flood,Riverine flood,,Brazil,BRA,SouthAmerica,Americas,"Espirito Santo, Minas Gerais provinces",2013,12,17,2014,1,4,64,100,,43200,43300,540000
2013-0242-CHN,2013,242,Natural,Geophysical,Earthquake,Ground movement,,China,CHN,EasternAsia,Asia,"Gannan Tibetan, Longnan, Dingxi, Tianshui, Baiyin, Lanzhou districts (Gansu Sheng province)",2013,7,22,2013,7,22,95,887,123000,,123887,1000000
2013-0314-CHN,2013,314,Natural,Geophysical,Earthquake,Ground movement,,China,CHN,EasternAsia,Asia,"Benzilan village (Deqin Xian area, Deqen Tibetan district, Yunnan Sheng province)",2013,8,31,2013,8,31,3,50,538000,,538050,155000
2013-0257-CHN,2013,257,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Meijia village (Tongnan area, Name Unknown district, Chongqing Shi province), Huilongzhen village (Qionglai Shi area, Chengdu district, Sichuan Sheng province), Shimian Xian, Ya'an Shi areas (Ya'an district, Sichuan Sheng province), Qingchuan Xian area (Guangyuan district, Sichuan Sheng province), Ordos city (Ordos district, Nei Mongol Zizhiqu province), Anhui Sheng, Hubei Sheng, Hebei Sheng, Shanxi Sheng, Zheijiang Sheng provinces",2013,6,29,2013,7,3,55,,625000,,625000,1400000
2013-0317-CHN,2013,317,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Heilongjiang Sheng, Jilin Sheng, Liaoning Sheng provinces",2013,8,12,2013,9,5,118,,1075000,,1075000,4960000
2013-0205-CZE,2013,205,Natural,Hydrological,Flood,Riverine flood,,Czech Republic (the),CZE,EasternEurope,Europe,"Chomutov, Most, Louny, Litomence, Teplice, Usti nad Labem, Decin districts (Ustecky region), Praha district (Praha region) , Pribram, Benesov, Beroun, Praha-zapad, Praha-vychod, Kolin, Kutna Hora, Rakovnik, Kladno, Melnik, Mlada Boleslav, Nymburk districts (Stredocesky region, Stredocesky and Praha provinces), Prachatice, Starkonice, Pisek, Tabor, Jindrichuv Hradec, Ceske Budejovice, Cesky Krumlov disticts (Jihocesky region, Jihocesky province), Pardubice, Usti nad Orlici, Svitavy, Chrudim districts (Pardubicky region, Vychodocesky province)",2013,6,1,2013,6,7,15,,1300000,,1300000,828552
2013-0235-IDN,2013,235,Natural,Geophysical,Earthquake,Ground movement,,Indonesia,IDN,South-EasternAsia,Asia,"Aceh Tengah, Bener Meriah districts (Nangroe Aceh Darussalam province)",2013,7,2,2013,7,2,48,2532,53403,,55935,130000
2013-0063-IDN,2013,63,Natural,Hydrological,Flood,Riverine flood,,Indonesia,IDN,South-EasternAsia,Asia,"Kota Manado, Kepulauan-sangihe districts (Sulawesi Utara province), Rokanhulu district (Riau province)",2013,2,15,2013,2,22,17,,58040,,58040,2000
2013-0192-IND,2013,192,Natural,Hydrological,Flood,Riverine flood,,India,IND,SouthernAsia,Asia,"Uttarakhand, Himachal Pradesh, Uttar Pradesh, Bihar, Karnataka, Kerala, Gujarat, West Bengal provinces",2013,6,12,2013,6,27,6054,4473,500000,,504473,1100000
2013-0089-CHN,2013,89,Natural,Meteorological,Storm,Convective storm,,China,CHN,EasternAsia,Asia,"Hainan Sheng, Guangxi Zhuangzu Zizhiqu, Yunnan Sheng, Guangdong Sheng provinces",2013,3,29,2013,3,30,3,,25000,,25000,26000
2013-0008-AUS,2013,8,Natural,Meteorological,Storm,Tropical cyclone,Ex-Tropical cyclone Oswald,Australia,AUS,AustraliaandNewZealand,Oceania,"Brisbane, Ipswich, Bundaberg, Rockhampton districts (Queensland province), New South Wales province",2013,1,23,2013,1,30,6,,7500,,7500,2000000
2013-0272-CHN,2013,272,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Utor (Labuyo),China,CHN,EasternAsia,Asia,"Hunan Sheng, Guangxi Zhuangzu Zizhiqu, Guangdong Sheng, Hainan Sheng provinces",2013,8,15,2013,8,21,88,,8000000,,8000000,2120000
2013-0057-BOL,2013,57,Natural,Hydrological,Flood,Riverine flood,,Bolivia (Plurinational State of),BOL,SouthAmerica,Americas,"Beni, Chuquisaca, Cochabamba, La Paz, Oruro, Pando, Potosi, Santa Cruz, Tarija provinces",2013,1,28,2013,2,27,25,,145000,,145000,2500
2013-0202-CHN,2013,202,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Chongqing Shi, Gansu Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hainan Sheng, Henan Sheng, Hubei Sheng, Hunan Sheng, Ningxia Huizu Zizhiqu, Qinghai Sheng, Shaanxi Sheng, Shanxi Sheng, Sichuan Sheng, Yunnan Sheng provinces",2013,5,24,2013,5,27,12,,200000,,200000,333000
2013-0219-CHN,2013,219,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Anhui Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng provinces",2013,6,5,2013,6,8,15,,10000,,10000,277000
2013-0551-ARG,2013,551,Natural,Meteorological,Storm,Convective storm,,Argentina,ARG,SouthAmerica,Americas,"Banfield city (Lomas de Zamora district, Buenos Aires province), Chivilcoy district (Buenos Aires province).",2013,12,3,2013,12,3,4,12,,,12,2000
2013-0119-ARG,2013,119,Natural,Hydrological,Flood,Riverine flood,,Argentina,ARG,SouthAmerica,Americas,"Buenos Aires city (Buenos Aires D.f. province), La Plata city (La Plata district, Buenos Aires province)",2013,4,1,2013,4,7,52,,350000,,350000,1300000
2013-0024-AUS,2013,24,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Australia,AUS,AustraliaandNewZealand,Oceania,"Dunnaley, Boomer Bay cities (Sorell (M) district, Tasmania province), Sommers Bay (Tasman district, Tasmania province), Bicheno city (Glamorgan/Spring Bay (M) district, Tasmania province); New South Wales, Victoria",2013,1,1,2013,1,17,1,,450,,450,98000
2013-0402-AUS,2013,402,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Australia,AUS,AustraliaandNewZealand,Oceania,Blue Mountains (C) district (New South Wales province),2013,10,18,2013,10,31,2,,990,,990,268000
2013-0085-BGD,2013,85,Natural,Meteorological,Storm,Convective storm,,Bangladesh,BGD,SouthernAsia,Asia,"Sadar, Akhaura, Bijoynagar areas (Brahamanbaria district, Chittagong province)",2013,3,22,2013,3,22,31,388,8155,,8543,20000
2013-0519-BRA,2013,519,Natural,Hydrological,Flood,Riverine flood,,Brazil,BRA,SouthAmerica,Americas,Lajedinho district (Bahia province),2013,12,7,2013,12,10,19,,600,,600,2000
2013-0408-BRA,2013,408,Natural,Meteorological,Storm,Convective storm,,Brazil,BRA,SouthAmerica,Americas,"Taquarituba town (Taquarituba district, Sao Paulo province), Santa Catarina province",2013,9,21,2013,9,22,2,64,13800,,13864,90000
2013-0528-CAN,2013,528,Natural,Meteorological,Extreme temperature ,Severe winter conditions,,Canada,CAN,NorthernAmerica,Americas,"Ontario, Quebec provinces",2013,12,21,2013,12,22,10,,,,,200000
2013-0190-CAN,2013,190,Natural,Hydrological,Flood,Riverine flood,,Canada,CAN,NorthernAmerica,Americas,"Calgary city (Division No. 6 district, Southern Alberta province)",2013,6,20,2013,6,27,4,,100000,,100000,5700000
2013-0567-CHN,2013,567,Natural,Meteorological,Storm,Convective storm,,China,CHN,EasternAsia,Asia,"Jiangxi Sheng, Guangxi Zhuangzu Zizhiqu provinces",2013,4,28,2013,5,2,12,,217000,,217000,154000
2013-0065-CHN,2013,65,Natural,Meteorological,Storm,Convective storm,,China,CHN,EasternAsia,Asia,"Anhui Sheng, Hubei Sheng, Jiangsu Sheng provinces",2013,2,18,2013,2,21,2,,13500,,13500,124000
2013-0116-CHN,2013,116,Natural,Geophysical,Earthquake,Ground movement,,China,CHN,EasternAsia,Asia,"Lushan area (Ya'an district, Sichuan Sheng province)",2013,4,20,2013,4,20,198,14785,2184000,,2198785,6800000
2013-0018-CHN,2013,18,Natural,Geophysical,Mass movement (dry),Landslide,,China,CHN,EasternAsia,Asia,"Zhaojiagou village (Zhaotong district, Yunnan Sheng province)",2013,1,11,2013,1,11,46,2,,,2,8000
2013-0199-CHN,2013,199,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Guizhou Sheng provinces",2013,5,6,2013,5,10,20,,255000,,255000,165000
2013-0201-CHN,2013,201,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,Guangdong Sheng province,2013,5,19,2013,5,23,12,,100000,,100000,445000
2013-0259-CHN,2013,259,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Dujiangyan Shi area (Chengdu district, Sichuan Sheng province), Wenchuan Xian area (Ngawa Tibetan and Qiang district, Sichuan Sheng province), Beichuan Xian area (Mianyang district, Sichuan Sheng province)",2013,7,7,2013,7,17,233,,3500000,,3500000,4621600
2013-0262-CHN,2013,262,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Jilin Sheng, Gansu Sheng, Heilongjiang Sheng, Xinjiang Uygur Zizhiqu, Sichuan Sheng provinces",2013,7,21,2013,7,25,36,,718500,,718500,1400000
2013-0264-CHN,2013,264,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,Shandong Sheng provinces,2013,7,25,2013,8,1,10,,125000,,125000,571000
2013-0273-CHN,2013,273,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Qinghai Sheng, Nei Mongol Zizhiqu provinces",2013,8,18,2013,8,21,43,,255000,,255000,457000
2013-0416-CHN,2013,416,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Gansu Sheng, Sichuan Sheng, Shandong Sheng provinces",2013,9,16,2013,9,18,17,30,150000,,150030,343000
2013-0249-CHN,2013,249,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Soulik,China,CHN,EasternAsia,Asia,"Guangdong Sheng, Fujian Sheng, Zhejiang Sheng, Jiangxi Sheng, Anhui Sheng provinces",2013,7,14,2013,7,14,9,150,390000,,390150,460000
2013-0258-CHN,2013,258,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Rumbia,China,CHN,EasternAsia,Asia,"Guangxi Zhuangzu Zizhiqu, Yunnan Sheng provinces",2013,7,1,2013,7,1,7,,21000,,21000,177000
2013-0261-CHN,2013,261,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Ciramon,China,CHN,EasternAsia,Asia,"Guangdong Sheng, Zheijiang Sheng, Fujian Sheng provinces",2013,7,13,2013,7,15,1,,3000,,3000,253000
2013-0205-DEU,2013,205,Natural,Hydrological,Flood,Riverine flood,,Germany,DEU,WesternEurope,Europe,"Gera, Greiz, Saale-Holzland, Altenburger cities (Thueringen province), Magdeburg city (Sachsen-Anhalt province), Wurzburg, Regensburg cities (Oberpfalz distric), Passau city (Niederbayern distric), Rosenheim city (Oberbayern distric) (Bayern province), Grimma city (Sachsen province) ; Brandenburg, Baden-Wurttemberg province",2013,5,28,2013,6,18,4,,6350,,6350,12900000
2013-0215-FRA,2013,215,Natural,Hydrological,Flood,Flash flood,,France,FRA,WesternEurope,Europe,"Luz-Saint-Sauveur city (Hautes Pyrénées distric), Saint-Béat city, (Haute-Garonne district) (Midi-Pyrenees province) ; Garonne, Pique rivers (Haute-Garonne district, Midi-Pyrenees province) ; Pyrenees-Atlantiques district (Aquitaine province)",2013,6,18,2013,6,19,2,,2000,,2000,655000
2013-0572-GBR,2013,572,Natural,Hydrological,Flood,Riverine flood,,United Kingdom of Great Britain and Northern Ireland (the),GBR,NorthernEurope,Europe,"Oxford city (Oxfordshire district), Devon city (Devonshire district) (England province) ; Wales, Scotland provinces",2013,12,27,2014,1,,2,,600,,600,1500000
2013-0405-GTM,2013,405,Natural,Geophysical,Earthquake,Ground movement,,Guatemala,GTM,CentralAmerica,Americas,"Ciudad Tecun Uman city (Ayutla district, San Marcos province)",2013,9,7,2013,9,7,1,52,520,,572,2000
2013-0007-IDN,2013,7,Natural,Hydrological,Flood,Riverine flood,,Indonesia,IDN,South-EasternAsia,Asia,Dki Jakarta province,2013,1,17,2013,1,31,34,,248846,,248846,3000000
2013-0553-IDN,2013,553,Natural,Hydrological,Flood,Riverine flood,,Indonesia,IDN,South-EasternAsia,Asia,"Bojonegoro, Tuban, Gresik, Mojokerto districts (Jawa Timur province)",2013,12,14,2013,12,15,4,,84250,,84250,2000
2013-0140-IND,2013,140,Natural,Geophysical,Earthquake,Ground movement,,India,IND,SouthernAsia,Asia,Administrive unit not available district (Jammu and Kashmir province),2013,5,1,2013,5,1,3,70,59280,,59350,120000
2014-0018-IDN,2014,18,Natural,Hydrological,Flood,Riverine flood,,Indonesia,IDN,South-EasternAsia,Asia,"Kota Manado, Minahasa Utara, Kota Tomohon, Minahasa, Minahasa Selatan, Kepulauan-sangihe districts (Sulawesi Utara province)",2014,1,14,2014,1,17,20,,128182,,128182,153000
2014-0004-AUS,2014,4,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Australia,AUS,AustraliaandNewZealand,Oceania,"Kalamunda (S), Mundaring (S) districts (Perth Hills region, Western Australia province)",2014,1,13,2014,1,13,2,,,168,168,25000
2014-0035-BOL,2014,35,Natural,Hydrological,Landslide,Landslide,,Bolivia (Plurinational State of),BOL,SouthAmerica,Americas,"Trinidad town (Cercado Province, Beni department), Rurrenabaque town (General Jose Ballivi province, Beni department); Cochabamba, La Paz, Chuquisaca, Oruro, Tarija, Santa Cruz, Potosi, Pando departments",2014,1,1,2014,2,28,74,,6600,4800,11400,200000
2014-0044-IDN,2014,44,Natural,Geophysical,Volcanic activity,Ash fall,Mt. Sinabung,Indonesia,IDN,South-EasternAsia,Asia,Karo district (Sumatera Utara province),2014,2,1,2014,2,1,32,2,32000,,32002,83000
2014-0056-IDN,2014,56,Natural,Hydrological,Flood,Riverine flood,,Indonesia,IDN,South-EasternAsia,Asia,"Tangerang district (Banten province), Dki Jakarta province",2014,1,8,2014,2,7,32,,20000,,20000,600000
2011-0454-JPN,2011,454,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Talas,Japan,JPN,EasternAsia,Asia,"Wakayama, Nara, Ehime, Kooti provinces",2011,9,2,2011,9,4,68,,1300,,1300,650000
2011-0385-MEX,2011,385,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Jova,Mexico,MEX,CentralAmerica,Americas,"Puerto Vallarta district (Jalisco province), Manzanillo district (Colima province), Michoacan, Nayarit provinces",2011,10,10,2011,11,1,5,,50000,,50000,27700
2011-0519-PHL,2011,519,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Washi (Sendong),Philippines (the),PHL,South-EasternAsia,Asia,"Cagayan district (Region II (Cagayan Valley) province), Negros Oriental, Cebu districts (Region VII (Central Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Misamis Oriental, Lanao del Norte, Bukidnon districts (Region X (Northern Mindanao) province), Compostela district (Region XI (Davao Region) province), Surigao del Sur district (Region XIII (Caraga) province), Lanao del Sur district (Autonomous region in Muslim Mindanao (ARMM) province)",2011,12,15,2011,12,18,1439,6071,1144229,,1150300,38082
2011-0416-ITA,2011,416,Natural,Hydrological,Flood,Flash flood,,Italy,ITA,SouthernEurope,Europe,"Cinque Terre, Borghetto Vara towns (La Spezia district, Liguria province), Aulla, Mullazo towns (Massa-carrara district, Toscana province)",2011,10,26,2011,10,26,10,,,,,545000
2011-0426-KOR,2011,426,Natural,Hydrological,Flood,Riverine flood,,Korea (the Republic of),KOR,EasternAsia,Asia,"Chuncheon city (Kang-won-do province), Seoul, Kyonggi-do provinces",2011,7,27,2011,8,9,53,,29000,,29000,52000
2011-0400-MMR,2011,400,Natural,Hydrological,Flood,Flash flood,,Myanmar,MMR,South-EasternAsia,Asia,"Saw area (Gangaw district, Magway province), Setoktara area (Minbu district, Magway province), Pakokku district (Magway province), Sagaing, Mandalay provinces",2011,10,19,2011,10,21,151,,35734,,35734,1700
2011-0388-NZL,2011,388,Natural,Geophysical,Earthquake,Ground movement,,New Zealand,NZL,AustraliaandNewZealand,Oceania,"Canterbury, Nelson-marlborough, Otago, Southland, Westland provinces",2011,6,13,2011,6,13,1,45,,300,345,3000000
2011-0468-PHL,2011,468,Natural,Hydrological,Flood,Riverine flood,,Philippines (the),PHL,South-EasternAsia,Asia,"Cagayan, Isabela districts (Region II province), Aurora district (Region III province), Capiz, Aklan districts (Region VI province)",2011,11,14,2011,11,17,5,13,16178,,16191,183
2011-0378-PHL,2011,378,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Quiel (Nalgae),Philippines (the),PHL,South-EasternAsia,Asia,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces",2011,10,1,2011,10,1,25,12,1113763,,1113775,2655
2011-0386-SLV,2011,386,Natural,Hydrological,Flood,Riverine flood,,El Salvador,SLV,CentralAmerica,Americas,"Ahuachapan, La Libertad, La Paz, San Salvador, San Vicente, Sonsonate, Usulutan provinces",2011,9,,2011,10,17,35,,300000,,300000,1000000
2011-0574-JPN,2011,574,Natural,Meteorological,Storm,Convective storm,Typhoon Ma-on,Japan,JPN,EasternAsia,Asia,"Tokusima, Hyoogo, Kooti, Siga provinces",2011,7,19,2011,7,19,5,55,,,55,50000
2011-0566-IND,2011,566,Natural,Meteorological,Storm,Tropical cyclone,Cyclone Thane,India,IND,SouthernAsia,Asia,"Cuddalore district (Tamil Nadu province), Puducherry district (Puducherry province)",2011,12,29,2011,12,30,47,,,250000,250000,375625
2011-0453-IRL,2011,453,Natural,Hydrological,Flood,Riverine flood,,Ireland,IRL,NorthernEurope,Europe,"Dublin city (Dublin province), Kilbride village (Wicklow province)",2011,10,25,2011,10,25,2,,600,,600,325000
2011-0364-KHM,2011,364,Natural,Hydrological,Flood,Riverine flood,,Cambodia,KHM,South-EasternAsia,Asia,"Kandal, Kampong Thom, Prey Veng, Kampong Cham, Kratie, Battambang, Kampong Chhnang, Preah Vihear, Pursat provinces",2011,8,10,2011,11,1,247,23,1640000,,1640023,521000
2011-0641-NPL,2011,641,Natural,Meteorological,Extreme temperature ,Cold wave,,Nepal,NPL,SouthernAsia,Asia,"Kapilvastu, Nawalparasi, Rupandehi areas (Lumbini district, Western province), Parbat area (Dhawalagiri district, Western province), Bhojpur, Dhankuta, Morang, Sankhuwasava, Sunsari areas (Koshi district, Eastern province), Khotang, Saptari, Siraha areas (Sagarmatha district, Eastern province), Jhapa areas (Mechi district, Eastern province), Dhanusha, Mahottari, Sarlahi areas (Janakpur district, Central province), Bara, Chitwan, Parsa, Rautahat areas (Narayani district, Central province), Kanchanpur area (Mahakali district, Far Western province), Kailali area (Seti district, Far Western province), Banke, Bardiya, Dang areas (Bheri district, Mid Western province)",2011,1,11,2011,1,19,42,,,,,123
2011-0379-PHL,2011,379,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Pedring (Nesat),Philippines (the),PHL,South-EasternAsia,Asia,"Mindoro Occidental, Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Albay, Camarines Norte, Camarines Sur, Catanduanes districts (Region V (Bicol region) province), Antique, Iloilo districts (Region VI (Western Visayas) province), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) province",2011,9,24,2011,9,24,103,91,3030755,,3030846,344173
2011-0397-TUR,2011,397,Natural,Geophysical,Earthquake,Ground movement,,Turkey,TUR,WesternAsia,Asia,"Van, Bitlis, Hakkari provinces",2011,10,23,2011,10,23,604,4152,6786,22000,32938,1500000
2012-0462-PRY,2012,462,Natural,Meteorological,Storm,Convective storm,,Paraguay,PRY,SouthAmerica,Americas,"Encarnacion district (Itapua province), M. Roque Alonso district (Central province), Neembucu province",2012,9,18,2012,9,19,5,100,25000,,25100,2000
2012-0406-PHL,2012,406,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Son Tinh (Ofel),Philippines (the),PHL,South-EasternAsia,Asia,"National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region XIII (Caraga) province",2012,10,25,2012,10,25,36,19,108021,,108040,1339
2012-0540-PHL,2012,540,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Wukong (Quinta),Philippines (the),PHL,South-EasternAsia,Asia,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",2012,12,25,2012,12,27,24,3,241603,,241606,5526
2012-0195-JPN,2012,195,Natural,Hydrological,Flood,Riverine flood,,Japan,JPN,EasternAsia,Asia,"Kumamoto, Ooita provinces",2012,7,12,2012,7,13,30,,48135,,48135,1400000
2012-0537-LKA,2012,537,Natural,Hydrological,Flood,Riverine flood,,Sri Lanka,LKA,SouthernAsia,Asia,"Matale, Kandy, Nuwara Eliya districts (Central province), Batticaloa district (Eastern province), Polonnaruwa, Kurunegala districts (North Central province), Galle, Hambantota districts (Southern province), Badulla, Moneragala districts (Uva province)",2012,12,17,2012,12,19,53,21,447000,,447021,1200
